"","X","CASE_STATUS","EMPLOYER_NAME","SOC_NAME","JOB_TITLE","FULL_TIME_POSITION","PREVAILING_WAGE","YEAR","WORKSITE","REGION","lon","lat"
"148",148,"CERTIFIED","FINEMAN WEST & COMPANY, LLP","NON-TECHNICAL","AUDIT SENIOR ASSOCIATE","Y",59738,2011,"LOS ANGELES, CALIFORNIA"," WEST",-118.2436849,34.0522342
"149",149,"CERTIFIED","BODHTREE SOLUTIONS,INC","TECHNICAL","PROGRAMMER ANALYST","Y",89232,2011,"SAN JOSE, CALIFORNIA"," WEST",-121.8863286,37.3382082
"151",151,"CERTIFIED","ERP AND ERP CORP.","TECHNICAL","PROGRAMMER ANALYST","Y",58053,2011,"NEWTOWN, PENNSYLVANIA"," NORTH EAST",-74.9322596,40.2283371
"152",152,"DENIED","MEDIASTORM LLC","NON-TECHNICAL","EDITOR","N",43305.6,2011,"BROOKLYN, NEW YORK"," NORTH EAST",-73.9441579,40.6781784
"153",153,"CERTIFIED","THOMPSON BRANDS, LLC","NON-TECHNICAL","MARKETING SPECIALIST","N",32739.2,2011,"MERIDEN, CONNECTICUT"," NORTH EAST",-72.8070435,41.5381535
"154",154,"CERTIFIED","SATYAM COMPUTER SERVICES LTD.","TECHNICAL","QUALITY TEST ENGINEER","Y",69389,2011,"RENTON, WASHINGTON"," WEST",-122.2170661,47.4828776
"155",155,"CERTIFIED","AMERICAN UNIT INC","TECHNICAL","BIZTEK DEVELOPER","Y",48984,2011,"ALBANY, NEW YORK"," NORTH EAST",-73.7562317,42.6525793
"156",156,"CERTIFIED","PYRAMID TECHNOLOGY SOLUTIONS, INC.","TECHNICAL","PROGRAMMER ANALYST","Y",43368,2011,"LITTLE ROCK, ARKANSAS"," SOUTH",-92.2895948,34.7464809
"157",157,"CERTIFIED","HAMPTON DIRECT, INC.","NON-TECHNICAL","SALES ANALYST - RETAIL CHANNEL","Y",36296,2011,"WILLISTON, VERMONT"," NORTH EAST",-73.099194,44.4454432
"158",158,"CERTIFIED","DUNN SOLUTIONS GROUP, INC.","TECHNICAL","LIFERAY DEVELOPER","Y",63274,2011,"SKOKIE, ILLINOIS"," MID WEST",-87.7416246,42.0324025
"159",159,"CERTIFIED","MARGIN10 CONSULTING, LLC","NON-TECHNICAL","MARKETING MANAGER","Y",90875.2,2011,"ROSWELL, GEORGIA"," SOUTH",-84.3615555,34.0232431
"161",161,"CERTIFIED","PROFICIENT BUSINESS SYSTEMS, INC.","NON-TECHNICAL","PROGRAMMER ANALYST","Y",51667,2011,"CAMP HILL, PENNSYLVANIA"," NORTH EAST",-76.9199742,40.2398118
"162",162,"CERTIFIED","K LINE LOGISTICS USA, INC.","NON-TECHNICAL","LOGISTICS ANALYST","Y",42307,2011,"VALLEY STREAM, NEW YORK"," NORTH EAST",-73.7084645,40.6642699
"163",163,"CERTIFIED","DELOITTE & TOUCHE LLP","NON-TECHNICAL","AUDIT SENIOR ASSISTANT","Y",52374,2011,"FREMONT, CALIFORNIA"," WEST",-121.9885719,37.5482697
"164",164,"CERTIFIED","IMBUESYS, INC.","TECHNICAL","IMBUESYS QA ANALYST","Y",59218,2011,"IRVING, TEXAS"," SOUTH",-96.9488945,32.8140177
"165",165,"CERTIFIED","ROSE INTERNATIONAL, INC.","TECHNICAL","Q.A. ANALYST","Y",64833.6,2011,"SAINT LOUIS, MISSOURI"," MID WEST",-90.1994042,38.6270025
"166",166,"CERTIFIED","TECH POINT SOLUTIONS,INC","TECHNICAL","SYSTEMS ANALYST","Y",79102,2011,"MILPITAS, CALIFORNIA"," WEST",-121.8995741,37.4323341
"167",167,"CERTIFIED","ALISAL UNION SCHOOL DISTRICT","NON-TECHNICAL","SPECIAL DAY CLASS TEACHER","Y",37743,2011,"SALINAS, CALIFORNIA"," WEST",-121.6555013,36.6777372
"168",168,"DENIED","PROFICIENT BUSINESS SYSTEMS, INC.","TECHNICAL","PROGRAMMER ANALYST","Y",51563,2011,"MADISON, WISCONSIN"," MID WEST",-89.4012302,43.0730517
"169",169,"CERTIFIED","NYX LOS ANGELES, INC.","NON-TECHNICAL","GRAPHIC DESIGNER","Y",33093,2011,"COMMERCE, CALIFORNIA"," WEST",-118.1597929,34.0005691
"170",170,"CERTIFIED","MOBILE INTEGRATION WORKGROUP INC","TECHNICAL","LTE SGSN/MME DESIGN ENGINEER","Y",83803.2,2011,"REDMOND, WASHINGTON"," WEST",-122.121512,47.6739881
"171",171,"CERTIFIED","DELOITTE & TOUCHE LLP","NON-TECHNICAL","AUDIT SENIOR ASSISTANT","Y",42931,2011,"FORT WORTH, TEXAS"," SOUTH",-97.3307658,32.7554883
"172",172,"CERTIFIED","INTEL CORPORATION","TECHNICAL","HARDWARE ENGINEER","Y",78957,2011,"COLUMBIA, SOUTH CAROLINA"," SOUTH",-81.0348144,34.0007104
"175",175,"CERTIFIED","SATYAM COMPUTER SERVICES LTD.","TECHNICAL","TECHNICAL MANAGER","Y",89710,2011,"IRVING, TEXAS"," SOUTH",-96.9488945,32.8140177
"176",176,"DENIED","ONY GLO,  INC.","TECHNICAL","MANAGEMENT/OPERATIONS RESEARCH ANALYST","N",54724.8,2011,"LOS ANGELES, CALIFORNIA"," WEST",-118.2436849,34.0522342
"177",177,"CERTIFIED","DELOITTE & TOUCHE LLP","TECHNICAL","ERS CONSULTANT","Y",45656,2011,"HARRISBURG, PENNSYLVANIA"," NORTH EAST",-76.8867008,40.2731911
"178",178,"CERTIFIED","CHINA TELECOM (AMERICAS) CORPORATION","TECHNICAL","NETWORK ENGINEER","Y",52562,2011,"LOS ANGELES, CALIFORNIA"," WEST",-118.2436849,34.0522342
"179",179,"CERTIFIED","JDS UNIPHASE","TECHNICAL","PRODUCT ENGINEER","Y",91936,2011,"SAN JOSE, CALIFORNIA"," WEST",-121.8863286,37.3382082
"180",180,"CERTIFIED","MOBILE INTEGRATION WORKGROUP INC","TECHNICAL","PRINCIPAL PACKET CORE ENGINEER","Y",83803.2,2011,"REDMOND, WASHINGTON"," WEST",-122.121512,47.6739881
"181",181,"CERTIFIED","TECNICARD, INC.","NON-TECHNICAL","ECONOMIST","Y",70699,2011,"MIAMI, FLORIDA"," SOUTH",-80.1917902,25.7616798
"182",182,"CERTIFIED","MOBILE INTEGRATION WORKGROUP INC","TECHNICAL","IPV6 ENGINEER","Y",83803.2,2011,"REDMOND, WASHINGTON"," WEST",-122.121512,47.6739881
"183",183,"CERTIFIED","ECALIX, INC","TECHNICAL","PROGRAMMER ANALYST","Y",54912,2011,"PLEASANTON, CALIFORNIA"," WEST",-121.8746789,37.6624312
"184",184,"CERTIFIED","CARNEGIE MELLON UNIVERSITY","NON-TECHNICAL","LANE FELLOW IN COMPUTATIONAL BIOLOGY","Y",38314,2011,"PITTSBURGH, PENNSYLVANIA"," NORTH EAST",-79.9958864,40.4406248
"185",185,"CERTIFIED","THE MAGELLAN GROUP, INC.","NON-TECHNICAL","FINANCIAL ANALYST (REAL ESTATE)","Y",124051,2011,"LOS ANGELES, CALIFORNIA"," WEST",-118.2436849,34.0522342
"186",186,"CERTIFIED","BROCADE COMMUNICATIONS SYSTEMS, INC.","TECHNICAL","TEST ENGINEER","Y",77210,2011,"SAN JOSE, CALIFORNIA"," WEST",-121.8863286,37.3382082
"187",187,"CERTIFIED","NORTH POINT INTERNAL MEDICINE, PC","NON-TECHNICAL","NURSE PRACTIONER","Y",67184,2011,"ALPHARETTA, GEORGIA"," SOUTH",-84.2940899,34.0753762
"188",188,"CERTIFIED","THE BOARD OF TRUSTEES OF THE LELAND STANFORD, JR. ","NON-TECHNICAL","POSTDOCTORAL SCHOLAR","Y",40498,2011,"STANFORD, CALIFORNIA"," WEST",-122.1660756,37.424106
"189",189,"CERTIFIED","GURTEGH INC.","TECHNICAL","BUSINESS ANALYST","Y",58531,2011,"TENAFLY, NEW JERSEY"," NORTH EAST",-73.9629154,40.9253766
"190",190,"CERTIFIED","BROADCOM CORPORATION","NON-TECHNICAL","ENGINEER, PRINCIPAL - SOFTWARE SYSTEMS","Y",142875,2011,"SAN JOSE, CALIFORNIA"," WEST",-121.8863286,37.3382082
"191",191,"CERTIFIED","ONE-ONE HUNDRED, LLC","NON-TECHNICAL","ASSISTANT WOMEN'S DESIGNER","Y",25293,2011,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"192",192,"CERTIFIED","LARSEN & TOUBRO INFOTECH LIMITED","NON-TECHNICAL","SR. TECHNICAL CONSULTANT","Y",72197,2011,"SANTA MONICA, CALIFORNIA"," WEST",-118.4911912,34.0194543
"193",193,"CERTIFIED","SPRINGFIELD CITY SCHOOL DISTRICT","NON-TECHNICAL","STRINGS TEACHER","Y",39166,2011,"SPRINGFIELD, OHIO"," MID WEST",-83.8088171,39.9242266
"194",194,"CERTIFIED","APPLE INC.","NON-TECHNICAL","GLOBAL SUPPLY MANAGER","Y",101899,2011,"CUPERTINO, CALIFORNIA"," WEST",-122.0321823,37.3229978
"195",195,"CERTIFIED","PERFORMANCEG2, INC.","TECHNICAL","COGNOS DEVELOPER","Y",66144,2011,"LAS VEGAS, NEVADA"," WEST",-115.1398296,36.1699412
"196",196,"CERTIFIED","UST GLOBAL INC.","TECHNICAL","PROGRAMMER ANALYST","Y",64480,2011,"ST. LOUIS, MISSOURI"," MID WEST",-90.1994042,38.6270025
"197",197,"CERTIFIED","BRIGHTEN TECHNOLOGIES LLC","TECHNICAL","SOFTWARE DEVELOPER","Y",46488,2011,"HOUSTON, TEXAS"," SOUTH",-95.3698028,29.7604267
"198",198,"CERTIFIED","AUDIO ONE SOUND AND VIDEO, INC.","TECHNICAL","ELECTRICAL PROJECT ENGINEER","Y",80059,2011,"NORTH MIAMI BEACH, FLORIDA"," SOUTH",-80.1625463,25.9331488
"199",199,"DENIED","MADRAS GROUP, INC.","TECHNICAL","COMPUTER PROGRAMMER","Y",71947.2,2011,"SUNNYVALE, CALIFORNIA"," WEST",-122.0363496,37.36883
"202",202,"DENIED","SEMPIO FOOD SERVICES, INC.","TECHNICAL","COMPUTER PROGRAMMER","N",56201.6,2011,"CERRITOS, CALIFORNIA"," WEST",-118.0647871,33.8583483
"203",203,"CERTIFIED","SPRINT NEXTEL CORPORATION","TECHNICAL","TELECOM DESIGN ENGINEER II","Y",71323,2011,"RESTON, VIRGINIA"," SOUTH",-77.3570028,38.9586307
"204",204,"CERTIFIED","ORTHOPAEDIC & NEUROLOGICAL REHAB., INC.","NON-TECHNICAL","OCCUPATIONAL THERAPIST","Y",78457.6,2011,"LODI, CALIFORNIA"," WEST",-121.2722194,38.1341477
"205",205,"DENIED","WHITE COCONUT COMPUTER SERVICES, INC.","NON-TECHNICAL","ACCOUNTANT","Y",32947.2,2011,"SAIPAN, NA"," NA",145.7297891,15.1515153
"206",206,"DENIED","WHITE COCONUT COMPUTER SERVICES, INC.","TECHNICAL","COMPUTER SUPPORT SPECIALIST","Y",41496,2011,"SAIPAN, NA"," NA",145.7297891,15.1515153
"207",207,"CERTIFIED","WIPRO LIMITED","TECHNICAL","SYSTEM ADMINISTRATOR","Y",57387,2011,"WAUKESHA, WISCONSIN"," MID WEST",-88.2314813,43.0116784
"208",208,"CERTIFIED","WIPRO LIMITED","NON-TECHNICAL","DATABASE ADMINISTRATOR","Y",71718,2011,"UNIVERSAL CITY, CALIFORNIA"," WEST",-118.3505779,34.1397694
"209",209,"CERTIFIED","WIPRO LIMITED","TECHNICAL","BUSINESS SYSTEM ANALYST","Y",63274,2011,"OAK BROOK, ILLINOIS"," MID WEST",-87.9535534,41.8397865
"210",210,"CERTIFIED","WINEBOW INC.","NON-TECHNICAL","MARKET RESEARCH ANALYST","Y",44616,2011,"MONTVALE, NEW JERSEY"," NORTH EAST",-74.0229173,41.0467635
"211",211,"CERTIFIED","DATA GLOVE INC.","TECHNICAL","SOFTWARE QUALITY ASSURANCE ANALYST","Y",48027,2011,"PRINCETON, NEW JERSEY"," NORTH EAST",-74.6672226,40.3572976
"212",212,"CERTIFIED","SOFTART SOLUTIONS INC.","NON-TECHNICAL","ORACLE DATABASE ADMINISTRATOR","N",53497.6,2011,"CAMBRIDGE, MASSACHUSETTS"," NORTH EAST",-71.1097335,42.3736158
"213",213,"CERTIFIED","THE SHADE STORE LLC","NON-TECHNICAL","SENIOR GRAPHIC DESIGNER","Y",35984,2011,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"214",214,"CERTIFIED","COMPUTECH CORPORATION","TECHNICAL","SOFTWARE PROGRAMMER","Y",61256,2011,"DETROIT, MICHIGAN"," MID WEST",-83.0457538,42.331427
"215",215,"DENIED","LONE STAR FASHIONS INC","NON-TECHNICAL","BUSINESS OPERATION SPECIALIST","Y",42390,2011,"HOUSTON, TEXAS"," SOUTH",-95.3698028,29.7604267
"216",216,"DENIED","BRIDGES ACADEMY INC.","NON-TECHNICAL","TEACHER","Y",29161.6,2011,"CHRISTIANSTED, NA"," NA",-64.7031977,17.7466397
"217",217,"CERTIFIED","BROOKLYN AMITY SCHOOL","NON-TECHNICAL","MATHEMATICS TEACHER","N",47070.4,2011,"BROOKLYN, NEW YORK"," NORTH EAST",-73.9441579,40.6781784
"218",218,"CERTIFIED","CAREFUSION CORPORATION","TECHNICAL","SENIOR SAP FI/CO ANALYST","Y",113443,2011,"SAN DIEGO, CALIFORNIA"," WEST",-117.1610838,32.715738
"219",219,"CERTIFIED","HIGHLAND PARK SKILLED NURSING & WELLNESS CENTRE","NON-TECHNICAL","NURSE EDUCATOR","N",62712,2011,"LOS ANGELES, CALIFORNIA"," WEST",-118.2436849,34.0522342
"220",220,"CERTIFIED","FOSTER WHEELER USA CORPORATION","NON-TECHNICAL","SR. VP & MANAGING DIR., FW BIOKENETICS & PHARMA BU","Y",155106,2011,"PHILADELPHIA, PENNSYLVANIA"," NORTH EAST",-75.1652215,39.9525839
"221",221,"CERTIFIED","REGENERON PHARMACEUTICALS INC.","TECHNICAL","ASSAY DEVELOPMENT ASSOCIATE","Y",43118,2011,"TARRYTOWN, NEW YORK"," NORTH EAST",-73.8587461,41.0762077
"222",222,"CERTIFIED","TAYCHYON SOLUTIONS, INC.","TECHNICAL","SOFTWARE ENGINEER I","Y",40830,2011,"PITTSBURGH, PENNSYLVANIA"," NORTH EAST",-79.9958864,40.4406248
"223",223,"CERTIFIED","UST GLOBAL INC.","TECHNICAL","SYSTEMS ANALYST","Y",56118,2011,"NEWBURY PARK, CALIFORNIA"," WEST",-118.9070887,34.1805403
"225",225,"CERTIFIED","SAPPHIRE TECHNOLOGIES, LP","TECHNICAL","SENIOR BUSINESS ANALYST","Y",74277,2011,"HOUSTON, TEXAS"," SOUTH",-95.3698028,29.7604267
"226",226,"CERTIFIED","OPENWAVE COMPUTING LLC","TECHNICAL","PROGRAMMER ANALYST","Y",69451,2011,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"227",227,"CERTIFIED","SYMBIOUN TECHNOLOGIES, INC.","NON-TECHNICAL","QUALITY ASSURANCE ANALYST","Y",54766,2011,"JOHN'S CREEK, GEORGIA"," SOUTH",-84.198579,34.0289259
"228",228,"CERTIFIED","SOUTHEAST DIVING, LLC","NON-TECHNICAL","MARKET RESEARCH ANALYST","Y",36587,2011,"FORT LAUDERDALE, FLORIDA"," SOUTH",-80.1373174,26.1224386
"229",229,"CERTIFIED","MICROEXCEL INC.","TECHNICAL","PROGRAMMER ANALYST","Y",47029,2011,"ALBANY, NEW YORK"," NORTH EAST",-73.7562317,42.6525793
"230",230,"DENIED","MSR BAKU INTERNATIONAL INC","NON-TECHNICAL","HEAD CHEF","Y",62462,2011,"BROOKLYN, NEW YORK"," NORTH EAST",-73.9441579,40.6781784
"231",231,"CERTIFIED","LAW OFFICE OF AMY QUIMBY","NON-TECHNICAL","LAW CLERK","N",29078.4,2011,"SAN DIEGO, CALIFORNIA"," WEST",-117.1610838,32.715738
"232",232,"CERTIFIED","SYMBIOUN TECHNOLOGIES, INC.","NON-TECHNICAL","PROGRAMMER ANALYST","Y",63877,2011,"DOWNERS GROVE, ILLINOIS"," MID WEST",-88.0111746,41.8089191
"233",233,"CERTIFIED","MAX INTERNATIONAL BROKER/DEALER CORP.","NON-TECHNICAL","FINANCIAL PLANNER","Y",49504,2011,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"234",234,"CERTIFIED","CAPGEMINI FINANCIAL SERVICES USA INC","TECHNICAL","CONSULTANT","Y",51854,2011,"DALLAS, TEXAS"," SOUTH",-96.7969879,32.7766642
"235",235,"CERTIFIED","UNITED SOFTWARE GROUP INC.","TECHNICAL","PROGRAMMER ANALYST","Y",46488,2011,"HOUSTON, TEXAS"," SOUTH",-95.3698028,29.7604267
"236",236,"CERTIFIED","CAPGEMINI FINANCIAL SERVICES USA INC","TECHNICAL","ASSOCIATE CONSULTANT","Y",51854,2011,"DALLAS, TEXAS"," SOUTH",-96.7969879,32.7766642
"237",237,"CERTIFIED","CAPGEMINI FINANCIAL SERVICES USA INC","TECHNICAL","SENIOR CONSULTANT","Y",46259,2011,"BUFFALO, NEW YORK"," NORTH EAST",-78.8783689,42.8864468
"239",239,"CERTIFIED","FACEBOOK, INC.","TECHNICAL","DIRECTOR, ENGINEERING","Y",118539,2011,"PALO ALTO, CALIFORNIA"," WEST",-122.1430195,37.4418834
"240",240,"CERTIFIED","CAPGEMINI FINANCIAL SERVICES USA INC","TECHNICAL","LEAD CONSULTANT","Y",97198,2011,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"241",241,"CERTIFIED","FACEBOOK, INC.","TECHNICAL","MOBILE OPERATIONS ENGINEER","Y",133078,2011,"PALO ALTO, CALIFORNIA"," WEST",-122.1430195,37.4418834
"242",242,"DENIED","SAINT FRANCIS MEDICAL CENTER","NON-TECHNICAL","PHYSICAL THERAPIST","Y",73549,2011,"CAPE GIRARDEAU, MISSOURI"," MID WEST",-89.5181476,37.3058839
"243",243,"CERTIFIED","DELOITTE & TOUCHE LLP","TECHNICAL","ERS SENIOR CONSULTANT","Y",78187,2011,"DENVER, COLORADO"," WEST",-104.990251,39.7392358
"244",244,"CERTIFIED","FACEBOOK, INC.","TECHNICAL","APPLICATION OPERATIONS ENGINEER","Y",133078,2011,"PALO ALTO, CALIFORNIA"," WEST",-122.1430195,37.4418834
"245",245,"CERTIFIED","DFS SERVICES LLC","NON-TECHNICAL","PROJECT MANAGER","Y",79290,2011,"RIVERWOODS, ILLINOIS"," MID WEST",-87.897014,42.1675254
"246",246,"CERTIFIED","STEWARD CARNEY HOSPITAL","NON-TECHNICAL","RESIDENT","Y",34798,2011,"DORCHESTER, MASSACHUSETTS"," NORTH EAST",-71.067605,42.3016305
"247",247,"CERTIFIED","UNICARGO EXPRESS INC.","NON-TECHNICAL","ACCOUNTANT","N",47382.4,2011,"LOS ANGELES, CALIFORNIA"," WEST",-118.2436849,34.0522342
"249",249,"CERTIFIED","E TEK GLOBAL, INC.","TECHNICAL","SOFTWARE ENGINEER","Y",54226,2011,"OVERLAND PARK, KANSAS"," MID WEST",-94.6707917,38.9822282
"251",251,"DENIED","BANJARA SYSTEMS INC","TECHNICAL","SOFTWARE ENGINEER","Y",82929.6,2011,"SANTA CLARA, CALIFORNIA"," WEST",-121.9552356,37.3541079
"253",253,"CERTIFIED","GREENBERG DENTAL ASSOCIATES","NON-TECHNICAL","DENTIST","Y",101566,2011,"ALTAMONTE SPRINGS, FLORIDA"," SOUTH",-81.3656242,28.6611089
"254",254,"CERTIFIED","LODIS ACCESSORIES, INC.","NON-TECHNICAL","OPERATIONS ENGINEERING","Y",83782,2011,"LAKE FOREST, CALIFORNIA"," WEST",-117.689218,33.6469661
"255",255,"CERTIFIED","SPRINT NEXTEL CORPORATION","TECHNICAL","RESEARCH SCIENTIST III","Y",91104,2011,"BURLINGAME, CALIFORNIA"," WEST",-122.34809,37.5778696
"256",256,"CERTIFIED","CALIBER SERVICES, LLC","TECHNICAL","SENIOR ORACLE APPLICATION CONSULTANT","Y",106642,2011,"FAYETTEVILLE, GEORGIA"," SOUTH",-84.4549262,33.4487257
"257",257,"CERTIFIED","WIPRO LIMITED","TECHNICAL","PROGRAMMER ANALYST","Y",55598,2011,"CLEARWATER, FLORIDA"," SOUTH",-82.8001026,27.9658533
"258",258,"CERTIFIED","WIPRO LIMITED","TECHNICAL","PROGRAMMER ANALYST","Y",76378,2011,"BOSTON, MASSACHUSETTS"," NORTH EAST",-71.0588801,42.3600825
"259",259,"CERTIFIED","WIPRO LIMITED","TECHNICAL","BUSINESS SYSTEM ANALYST LEVEL - 3","Y",86070,2011,"HOUSTON, TEXAS"," SOUTH",-95.3698028,29.7604267
"260",260,"CERTIFIED","MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY","TECHNICAL","SOFTWARE DEVELOPER","Y",82867,2011,"RICHARDSON, TEXAS"," SOUTH",-96.7298519,32.9483335
"261",261,"CERTIFIED","MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY","TECHNICAL","SOFTWARE DEVELOPER","Y",76876.8,2011,"HARTFORD, CONNECTICUT"," NORTH EAST",-72.6850932,41.7637111
"262",262,"CERTIFIED","MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY","TECHNICAL","SENIOR SOFTWARE DEVELOPER","Y",74381,2011,"OMAHA, NEBRASKA"," MID WEST",-95.9979883,41.2523634
"264",264,"CERTIFIED","ALEKA SYSTEMS LLC","TECHNICAL","COMPUTER PROGRAMMER","Y",50752,2011,"LIVONIA, MICHIGAN"," MID WEST",-83.3527097,42.36837
"265",265,"CERTIFIED","ALEKA SYSTEMS LLC","TECHNICAL","COMPUTER PROGRAMMER","Y",55702,2011,"HAMILTON, NEW JERSEY"," NORTH EAST",-74.6796651,40.2115109
"266",266,"DENIED","NEW CENTURY INTERNATIONAL WHOLESALE INC.","NON-TECHNICAL","IMPORT/EXPORT MANAGER","Y",36566,2011,"ORLANDO, FLORIDA"," SOUTH",-81.3792365,28.5383355
"268",268,"CERTIFIED","CHILDREN'S HOSPITAL CORPORATION","TECHNICAL","APPLICATIONS DEVELOPMENT SPECIALIST II","Y",70034,2011,"BOSTON, MASSACHUSETTS"," NORTH EAST",-71.0588801,42.3600825
"269",269,"CERTIFIED","CHILDREN'S HOSPITAL CORPORATION","TECHNICAL","RESEARCH ASSISTANT II","Y",33696,2011,"BOSTON, MASSACHUSETTS"," NORTH EAST",-71.0588801,42.3600825
"271",271,"CERTIFIED","HALCYON SOLUTIONS, INC.","TECHNICAL","PROGRAMMER ANALYST","Y",48589,2011,"ATLANTA, GEORGIA"," SOUTH",-84.3879824,33.7489954
"272",272,"CERTIFIED","ALLIED MEDICAL & DIAGNOSTIC SERVICES, LLC","TECHNICAL","APPLICATION PROGRAMMER","Y",52478.4,2011,"CLIFTON, NEW JERSEY"," NORTH EAST",-74.1637553,40.8584328
"273",273,"CERTIFIED","ALEKA SYSTEMS LLC","TECHNICAL","COMPUTER PROGRAMMER","Y",59259,2011,"ROCHESTER, MINNESOTA"," MID WEST",-92.4801989,44.0121221
"274",274,"CERTIFIED","WIPRO LIMITED","NON-TECHNICAL","BUSINESS DEVELOPMENT MANAGER","Y",129459,2011,"BELLEVUE, WASHINGTON"," WEST",-122.2015159,47.6101497
"275",275,"DENIED","VIKI CAB, INC.","NON-TECHNICAL","TRANSPORTATION MANAGER","N",69014.4,2011,"BRIGHTON, MASSACHUSETTS"," NORTH EAST",-71.1626756,42.3463503
"276",276,"CERTIFIED","CHILDREN'S HOSPITAL CORPORATION","NON-TECHNICAL","SENIOR SURVEY METHODOLOGIST","Y",93496,2011,"BOSTON, MASSACHUSETTS"," NORTH EAST",-71.0588801,42.3600825
"277",277,"CERTIFIED","CHILDREN'S HOSPITAL CORPORATION","NON-TECHNICAL","POST-DOCTORAL RESEARCH FELLOW","Y",38688,2011,"BOSTON, MASSACHUSETTS"," NORTH EAST",-71.0588801,42.3600825
"278",278,"CERTIFIED","AIRYSOFT, INC","TECHNICAL","COMPUTER PROGRAMMER","Y",47570,2011,"RIVERWOODS, ILLINOIS"," MID WEST",-87.897014,42.1675254
"279",279,"CERTIFIED","CHILDREN'S HOSPITAL CORPORATION","NON-TECHNICAL","POST-DOCTORAL RESEARCH FELLOW","Y",38688,2011,"BOSTON, MASSACHUSETTS"," NORTH EAST",-71.0588801,42.3600825
"281",281,"DENIED","MEQUON JEWISH PRESCHOOL, INC.","NON-TECHNICAL","DIRECTOR OF R&D-PLANT PROCESS MANAGER","Y",52250,2011,"MEQUON, WISCONSIN"," MID WEST",-88.0314174,43.2159232
"282",282,"DENIED","J LEVINE AUCTION & APPRAISAL LLC","NON-TECHNICAL","EUROPEAN ANTIQUE CATALOG LISTER","Y",18116.8,2011,"SCOTTSDALE, ARIZONA"," WEST",-111.9260519,33.4941704
"283",283,"CERTIFIED","THINK VENTURE GROUP","TECHNICAL","SYSTEM ANALYST","Y",51854,2011,"IRVING, TEXAS"," SOUTH",-96.9488945,32.8140177
"284",284,"CERTIFIED","THINK VENTURE GROUP","TECHNICAL","BUSINESS SYSTEM ANALYST","Y",58053,2011,"PHILADELPHIA, PENNSYLVANIA"," NORTH EAST",-75.1652215,39.9525839
"285",285,"CERTIFIED","MAGANTI IT RESOURCES, LLC","TECHNICAL","BUSINESS ANALYST","Y",85259,2011,"STRATFORD, CONNECTICUT"," NORTH EAST",-73.1331651,41.1845415
"286",286,"CERTIFIED","TECH MAHINDRA (AMERICAS), INC.","TECHNICAL","SENIOR SYSTEMS ANALYST (PM)","Y",62600,2011,"ATLANTA, GEORGIA"," SOUTH",-84.3879824,33.7489954
"287",287,"DENIED","BROKEN ARROW PUBLIC SCHOOLS","NON-TECHNICAL","PHYSICAL EDUCATION TEACHER/COACH","Y",35560,2011,"BROKEN ARROW, OKLAHOMA"," SOUTH",-95.7974526,36.060949
"288",288,"CERTIFIED","TECH MAHINDRA (AMERICAS), INC.","TECHNICAL","PROJECT MANAGER","Y",65200,2011,"ATLANTA, GEORGIA"," SOUTH",-84.3879824,33.7489954
"289",289,"CERTIFIED","TECH MAHINDRA (AMERICAS), INC.","TECHNICAL","PROGRAMMER","Y",48589,2011,"ALPHARETTA, GEORGIA"," SOUTH",-84.2940899,34.0753762
"290",290,"CERTIFIED","NAVITAS BUSINESS CONSULTING, INC.","TECHNICAL","SOFTWARE DEVELOPER","Y",83762,2011,"ASHBURN, VIRGINIA"," SOUTH",-77.4874416,39.0437567
"291",291,"CERTIFIED","TECH MAHINDRA (AMERICAS), INC.","TECHNICAL","SOFTWARE ENGINEER","Y",53934,2011,"MADISON, WISCONSIN"," MID WEST",-89.4012302,43.0730517
"292",292,"CERTIFIED","FRISCO INTERNATIONAL, LTD.","NON-TECHNICAL","MARKET RESEARCH ANALYST","N",39832,2011,"COPPELL, TEXAS"," SOUTH",-97.0150078,32.9545687
"293",293,"DENIED","INTRAEDGE, INC.","TECHNICAL","SENIOR SYSTEMS ENGINEER","Y",59176,2011,"TEMPE, ARIZONA"," WEST",-111.9400054,33.4255104
"294",294,"CERTIFIED","TECH MAHINDRA (AMERICAS), INC.","TECHNICAL","PROGRAMMER","Y",49317,2011,"MADISON, WISCONSIN"," MID WEST",-89.4012302,43.0730517
"295",295,"CERTIFIED","TECH MAHINDRA (AMERICAS), INC.","TECHNICAL","SOFTWARE ENGINEER","Y",61600,2011,"MADISON, WISCONSIN"," MID WEST",-89.4012302,43.0730517
"296",296,"CERTIFIED","LANDER VETERINARY CLINIC INC","NON-TECHNICAL","CLINIC VETERINARIAN","Y",99382.4,2011,"TURLOCK, CALIFORNIA"," WEST",-120.8465941,37.4946568
